a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
0	1	281-G236	281-G241	3894	0.87604	0	0	0.017664	0	0.055084	0	0.051211	0.000002	0.000002	0.106296	0.068876	0.000002	0.000002	0.000002	0.051211	0.000002	0.051213	0.087587	0.01871	-4856.166289	82	-1	0.942401	"5.699717e-01,1.434866e-01,2.588973e-02,1.438612e-01,5.453910e-02,1.352169e-02,3.040842e-02,1.325398e-02,5.067566e-03"	1.032253	0.147235	-0.137186	-5403.462585	6
0	2	281-G236	281-G239	4063	0.798873	0	0	0.092227	0	0.09752	0	0.011379	0	0	0.1089	0.103607	0	0	0	0.011379	0	0.011379	0.106253	0.002647	-5127.493375	114	-1	0.983301	"5.662028e-01,1.452134e-01,2.845283e-02,1.418387e-01,5.419857e-02,1.533846e-02,2.819476e-02,1.444675e-02,6.113791e-03"	1.045186	0.145116	-0.138974	-5675.717236	6
0	3	281-G236	281-G226	4062	0.823557	0	0	0.069391	0	0.091776	0	0.010685	0.004591	0.004591	0.107052	0.084667	0.004591	0.004591	0.004591	0.010685	0.004591	0.015276	0.095859	0.011192	-5081.910307	66	-1	0.983059	"5.627045e-01,1.503614e-01,2.575012e-02,1.462421e-01,5.100157e-02,1.493485e-02,2.916949e-02,1.465365e-02,5.182223e-03"	1.076822	0.133823	-0.137408	-5652.086959	7
0	4	281-G236	268-G25	3078	0.80552	0.000027	0	0.075524	0.002049	0.1118	0.000008	0.000017	0.005055	0.006611	0.11688	0.082645	0.006091	0.005059	0.00608	0.000017	0.005055	0.005072	0.100804	0.018138	-3821.208581	46	-1	0.744918	"5.760489e-01,1.428499e-01,2.474463e-02,1.419169e-01,5.085430e-02,1.393053e-02,2.660754e-02,1.695052e-02,6.096766e-03"	1.00979	0.138568	-0.124234	-4275.977834	9
0	5	281-G236	268-G23	2488	0.91329	0	0	0.002092	0	0.077343	0.005224	0.000106	0.001944	0.005863	0.084618	0.004142	0.004556	0.004556	0.001944	0.000106	0.001944	0.002051	0.046992	0.037626	-3120.779649	70	-1	0.60213	"5.653907e-01,1.599773e-01,1.907515e-02,1.390728e-01,6.298852e-02,9.816634e-03,2.185561e-02,1.948788e-02,2.335499e-03"	0.649813	0.170569	-0.04154	-3442.197754	10
0	6	281-G236	268-G30	2676	0.783221	0.00001	0	0.110805	0	0.10594	0	0.000023	0	0.000005	0.105964	0.110829	0.000003	0	0	0.000023	0	0.000023	0.108401	-0.002432	-3352.7298	406	-1	0.647628	"5.758679e-01,1.390545e-01,2.655755e-02,1.442132e-01,4.874012e-02,1.668908e-02,2.834056e-02,1.799003e-02,2.546980e-03"	1.126343	0.130725	-0.146972	-3724.867774	7
0	7	281-G236	B22	4028	0.827873	0	0	0.064556	0	0.100197	0.00553	0.000155	0.001689	0.005836	0.107571	0.066401	0.004454	0.004454	0.001689	0.000155	0.001689	0.001844	0.089751	0.01782	-5059.046227	106	-1	0.974831	"5.640982e-01,1.513467e-01,2.394228e-02,1.452385e-01,5.161173e-02,1.503103e-02,2.629390e-02,1.652680e-02,5.910817e-03"	0.973348	0.136402	-0.113269	-5590.804156	6
0	8	281-G236	268-G252	4060	0.870565	0.008864	0	0.014817	0	0.105755	0	0	0	0.004432	0.105755	0.014817	0.002216	0	0	0	0	0	0.064718	0.045469	-5082.583005	90	-1	0.982575	"5.666098e-01,1.531566e-01,1.989938e-02,1.358254e-01,6.124235e-02,1.474873e-02,2.407248e-02,1.833531e-02,6.109972e-03"	0.717998	0.167312	-0.060064	-5644.457816	9
0	9	281-G236	274-G12	3998	0.836528	0.000035	0.000001	0.056933	0	0.085687	0	0.020808	0.000009	0.000027	0.106503	0.077749	0.000018	0.000009	0.000009	0.020809	0.000009	0.020818	0.092145	0.014377	-4992.157558	54	-1	0.96757	"5.721914e-01,1.441846e-01,2.427330e-02,1.392626e-01,5.556813e-02,1.619933e-02,2.949691e-02,1.428185e-02,4.541893e-03"	0.967645	0.151124	-0.122269	-5535.018009	6
0	10	281-G236	268-G28	3381	0.823711	0	0	0.07492	0.000002	0.087813	0.007883	0.004328	0.001343	0.007257	0.101367	0.080594	0.005286	0.005285	0.001344	0.004328	0.001343	0.005672	0.094923	0.006446	-4198.439829	94	-1	0.818248	"5.750603e-01,1.373811e-01,2.453618e-02,1.455314e-01,5.468452e-02,1.288011e-02,2.544328e-02,1.842842e-02,6.054699e-03"	0.91396	0.150149	-0.106883	-4671.835009	9
0	11	281-G236	B01	2538	0.8734	0	0	0.003038	0.013969	0.089395	0	0.016607	0.003591	0.014068	0.109593	0.037205	0.010576	0.003591	0.010576	0.016607	0.003591	0.020198	0.080383	0.043178	-3232.886054	146	-1	0.61423	"5.694194e-01,1.504747e-01,1.824545e-02,1.336956e-01,5.998928e-02,1.655274e-02,2.937669e-02,1.448216e-02,7.763999e-03"	0.793844	0.165338	-0.081012	-3592.767896	10
0	12	281-G236	B05	3328	0.877626	0	0	0.000175	0	0.109787	0	0.012412	0	0	0.122199	0.012587	0	0	0	0.012412	0	0.012412	0.067393	0.054806	-4232.662769	106	-1	0.805421	"5.578609e-01,1.644691e-01,1.971366e-02,1.352133e-01,6.199139e-02,1.028809e-02,2.862380e-02,1.580876e-02,6.031023e-03"	0.779745	0.165701	-0.077115	-4690.752223	9
0	13	281-G236	B03	4006	0.833595	0.000012	0.000003	0.05915	0	0.053215	0.000001	0.054024	0	0.00001	0.107239	0.113174	0.000005	0	0	0.054027	0	0.054027	0.110216	-0.002968	-4993.357662	58	-1	0.969506	"5.752167e-01,1.336651e-01,3.130227e-02,1.429055e-01,5.428667e-02,1.438195e-02,2.713286e-02,1.472217e-02,6.386795e-03"	1.076418	0.149094	-0.151078	-5555.480659	6
0	14	281-G236	281-G83	4040	0.869193	0	0	0.02259	0	0.075454	0	0.032762	0	0	0.108216	0.055353	0	0	0	0.032762	0	0.032762	0.081785	0.026432	-5078.655941	102	-1	0.977735	"5.631826e-01,1.502417e-01,2.503534e-02,1.385478e-01,5.910409e-02,1.434757e-02,3.042283e-02,1.388962e-02,5.228596e-03"	0.938314	0.158675	-0.119044	-5659.938617	6
0	15	281-G236	281-G77	4035	0.864521	0	0	0.024871	0	0.071982	0	0.038626	0	0	0.110608	0.063497	0	0	0	0.038626	0	0.038626	0.087053	0.023556	-5055.918787	90	-1	0.976525	"5.697045e-01,1.461109e-01,2.451998e-02,1.384580e-01,5.932137e-02,1.274629e-02,3.107837e-02,1.352699e-02,4.533617e-03"	0.93724	0.161885	-0.120785	-5604.377667	6
0	16	281-G236	281-G96	4021	0.853917	0.000039	0	0.032863	0	0.1079	0	0.005281	0	0.000019	0.113181	0.038144	0.00001	0	0	0.005281	0	0.005281	0.075682	0.037518	-5014.501614	58	-1	0.973136	"5.700314e-01,1.499398e-01,2.014852e-02,1.398738e-01,5.742524e-02,1.304038e-02,2.900705e-02,1.657860e-02,3.955255e-03"	0.855993	0.155798	-0.094146	-5561.807594	7
0	17	281-G236	P9	4062	0.838874	0	0	0.053497	0	0.07142	0	0.03621	0	0	0.10763	0.089706	0	0	0	0.03621	0	0.03621	0.098668	0.008962	-5158.540219	82	-1	0.983059	"5.597146e-01,1.510332e-01,2.882724e-02,1.397016e-01,5.709404e-02,1.484580e-02,2.951053e-02,1.312074e-02,6.152210e-03"	1.021784	0.151427	-0.137637	-5711.720251	6
0	18	281-G236	P6	4059	0.865142	0	0	0.027767	0	0.061707	0	0.045384	0	0	0.107091	0.073152	0	0	0	0.045384	0	0.045384	0.090121	0.01697	-5119.046206	94	-1	0.982333	"5.641564e-01,1.471445e-01,2.813436e-02,1.371682e-01,6.147156e-02,1.309976e-02,3.059177e-02,1.379653e-02,4.436932e-03"	0.955338	0.166168	-0.128943	-5688.950355	6
0	19	281-G236	P11	4054	0.801031	0.000003	0	0.093721	0	0.093581	0	0.011661	0.000003	0.000005	0.105245	0.105385	0.000004	0.000003	0.000003	0.011661	0.000003	0.011664	0.105317	-0.00007	-5080.600845	67	-1	0.981123	"5.708001e-01,1.392709e-01,2.998093e-02,1.412034e-01,5.514038e-02,1.522430e-02,2.717670e-02,1.676460e-02,4.438667e-03"	1.036584	0.149181	-0.139978	-5640.777854	6
0	20	281-G236	P1	4041	0.872076	0	0	0.018874	0	0.10864	0	0.000401	0.000008	0.000009	0.10905	0.019284	0.000009	0.000009	0.000009	0.000401	0.000008	0.00041	0.064167	0.044883	-5058.786284	75	-1	0.977977	"5.622561e-01,1.575040e-01,1.947745e-02,1.405437e-01,5.707314e-02,1.413558e-02,2.662159e-02,1.755524e-02,4.833270e-03"	0.807719	0.151856	-0.079131	-5598.49645	6
0	21	281-G236	P10	4072	0.857117	0.000009	0.000001	0.035641	0	0.107231	0	0.000001	0.000001	0.000006	0.107233	0.035643	0.000004	0.000001	0.000001	0.000002	0.000001	0.000003	0.071443	0.035795	-5070.988452	70	-1	0.985479	"5.707957e-01,1.468457e-01,2.157285e-02,1.388317e-01,5.779312e-02,1.550031e-02,2.715315e-02,1.757860e-02,3.928983e-03"	0.843111	0.157268	-0.091308	-5639.273404	6
0	22	281-G236	P15	4070	0.823699	0.000003	0	0.066909	0	0.108136	0	0.000442	0.000811	0.000813	0.109389	0.068162	0.000812	0.000811	0.000811	0.000442	0.000811	0.001253	0.088777	0.020613	-4977.967818	82	-1	0.984995	"5.800401e-01,1.381935e-01,2.109059e-02,1.447819e-01,5.297851e-02,1.399917e-02,2.878620e-02,1.475826e-02,5.371719e-03"	0.941453	0.146507	-0.111985	-5534.790077	6
0	23	281-G236	P16	4058	0.808588	0	0	0.077728	0	0.113616	0.000003	0.000063	0.000002	0.000004	0.113684	0.077793	0.000003	0.000003	0.000002	0.000063	0.000002	0.000065	0.09574	0.017944	-5123.756964	62	-1	0.982091	"5.637211e-01,1.510538e-01,2.576412e-02,1.435790e-01,5.187453e-02,1.467803e-02,2.731656e-02,1.742251e-02,4.590357e-03"	1.023251	0.136579	-0.126107	-5665.469015	6
0	24	281-G236	P17	4044	0.783783	0	0	0.111848	0	0.066907	0	0.037462	0	0	0.10437	0.14931	0	0	0	0.037462	0	0.037462	0.12684	-0.02247	-4969.760337	86	-1	0.978703	"5.846450e-01,1.256388e-01,2.863553e-02,1.454286e-01,5.083049e-02,1.608309e-02,2.711802e-02,1.430208e-02,7.318362e-03"	1.096853	0.1423	-0.15052	-5532.821271	6
0	25	281-G236	B08	3279	0.839048	0.000004	0	0.047607	0	0.095725	0	0.016491	0.001126	0.001128	0.113341	0.065224	0.001127	0.001126	0.001126	0.016491	0.001126	0.017616	0.089285	0.024059	-4055.56733	58	-1	0.793562	"5.805350e-01,1.383358e-01,2.263141e-02,1.421886e-01,5.346652e-02,1.273554e-02,2.981075e-02,1.587357e-02,4.422799e-03"	0.980841	0.147871	-0.123581	-4526.693044	6
0	26	281-G236	B07	3147	0.810366	0	0	0.077946	0.000001	0.11167	0	0.000015	0.000002	0.000003	0.111687	0.077963	0.000002	0.000002	0.000002	0.000015	0.000002	0.000017	0.094826	0.016862	-3997.347132	58	-1	0.761617	"5.626598e-01,1.491197e-01,2.480198e-02,1.431809e-01,5.183594e-02,1.846511e-02,2.857234e-02,1.680026e-02,4.564008e-03"	1.029678	0.136074	-0.127337	-4434.424526	9
0	27	281-G236	B10	4010	0.801198	0.000791	0.000169	0.09037	0	0.092233	0.012697	0.002541	0.000001	0.010088	0.107472	0.092912	0.006631	0.006349	0.000001	0.00271	0.000001	0.002711	0.107105	0.000932	-5018.365254	54	-1	0.970474	"5.784867e-01,1.358705e-01,2.557798e-02,1.395296e-01,5.638516e-02,1.551425e-02,2.543283e-02,1.815523e-02,5.047811e-03"	0.904685	0.15659	-0.108184	-5557.802298	6
0	28	281-G236	B04	3728	0.84468	0.001328	0	0.046519	0	0.098687	0.008787	0	0	0.007254	0.107473	0.046519	0.004725	0.004393	0	0	0	0	0.082054	0.026084	-4661.449578	118	-1	0.902227	"5.738710e-01,1.440423e-01,2.144188e-02,1.396942e-01,5.761544e-02,1.419949e-02,2.429055e-02,1.847775e-02,6.367413e-03"	0.793753	0.159094	-0.07842	-5162.551924	9
0	29	281-G236	268-G18	4040	0.765708	0.000008	0	0.119077	0	0.115179	0	0.00002	0.000009	0.000013	0.115207	0.119106	0.000011	0.000009	0.000009	0.00002	0.000009	0.000028	0.11716	-0.001949	-5023.661099	71	-1	0.977735	"5.776733e-01,1.370654e-01,2.609864e-02,1.430087e-01,5.075570e-02,1.611081e-02,2.753449e-02,1.583985e-02,5.913089e-03"	1.056692	0.138807	-0.136652	-5563.248971	6
0	30	281-G236	B09	3732	0.841853	0.00002	0	0.049507	0.000003	0.108561	0	0.000056	0	0.000012	0.108618	0.049566	0.000007	0	0.000002	0.000056	0	0.000056	0.079103	0.029527	-4708.47066	58	-1	0.903195	"5.626302e-01,1.519317e-01,2.214813e-02,1.420879e-01,5.510985e-02,1.705948e-02,2.872546e-02,1.550178e-02,4.805514e-03"	0.923131	0.146004	-0.10677	-5227.374071	9
0	31	281-G236	268-G24	3968	0.86455	0	0	0.020117	0.011614	0.060446	0	0.043273	0	0.008711	0.103719	0.075004	0.005807	0	0.005807	0.043273	0	0.043273	0.095169	0.020165	-5011.719378	90	-1	0.96031	"5.686859e-01,1.441621e-01,2.559068e-02,1.351117e-01,6.107821e-02,1.693041e-02,2.980568e-02,1.286540e-02,5.769949e-03"	0.906974	0.167583	-0.115286	-5571.227309	6
0	32	281-G236	268-G29	2308	0.830073	0	0.000002	0.044746	0	0.12504	0	0.000139	0	0.000002	0.125179	0.044885	0.000001	0	0	0.00014	0	0.000141	0.085034	0.040147	-2866.779698	86	-1	0.558567	"5.728442e-01,1.482917e-01,2.333455e-02,1.445767e-01,5.096050e-02,8.105874e-03,2.598460e-02,1.946934e-02,6.432443e-03"	0.967792	0.137819	-0.112883	-3184.398186	9
0	33	281-G236	268-G266	4026	0.844715	0	0	0.051786	0	0.06155	0.000016	0.037245	0.004688	0.0047	0.103499	0.093718	0.004696	0.004696	0.004688	0.037245	0.004688	0.041932	0.098617	0.004882	-5044.441777	50	-1	0.974347	"5.709615e-01,1.450782e-01,2.492841e-02,1.437498e-01,5.256915e-02,1.443388e-02,3.090099e-02,1.192978e-02,5.448234e-03"	1.062018	0.141688	-0.140579	-5551.566875	6
0	34	281-G236	268-G261	4052	0.780082	0.000003	0	0.106198	0.000486	0.11235	0	0.000881	0	0.000366	0.113231	0.107565	0.000244	0	0.000243	0.000881	0	0.000881	0.110642	0.003076	-5144.590422	74	-1	0.980639	"5.656475e-01,1.481443e-01,2.621542e-02,1.382070e-01,5.242653e-02,1.996240e-02,2.826663e-02,1.422150e-02,6.908792e-03"	1.039208	0.139798	-0.132908	-5688.798111	6
0	35	281-G236	268-G275	4063	0.818942	0.002168	0.000007	0.067162	0.001833	0.086273	0	0.022659	0.000955	0.003421	0.109888	0.092609	0.002417	0.000955	0.001871	0.022666	0.000955	0.023621	0.103256	0.009556	-5097.409148	118	-1	0.983301	"5.733621e-01,1.430080e-01,2.373458e-02,1.355831e-01,5.682284e-02,1.847254e-02,3.030197e-02,1.454122e-02,4.173633e-03"	0.950965	0.155406	-0.120518	-5625.28068	6
0	36	281-G236	B02	3182	0.816249	0.000007	0.000001	0.081994	0.000039	0.10171	0	0	0	0.000033	0.101711	0.082033	0.000022	0	0.000019	0.000001	0	0.000001	0.091895	0.009858	-3993.446326	110	-1	0.770087	"5.682081e-01,1.467822e-01,2.204915e-02,1.441541e-01,5.092144e-02,1.947456e-02,2.900543e-02,1.471978e-02,4.685311e-03"	1.002614	0.135363	-0.119885	-4448.735035	9
0	37	281-G236	B06	3830	0.825596	0	0	0.064559	0.00275	0.087009	0	0.020085	0	0.002063	0.107094	0.087394	0.001376	0	0.001376	0.020085	0	0.020085	0.09862	0.011225	-4733.877456	102	-1	0.926912	"5.806171e-01,1.362220e-01,2.576749e-02,1.362513e-01,5.542226e-02,1.789531e-02,2.952868e-02,1.364017e-02,4.655682e-03"	0.997725	0.154249	-0.132987	-5296.852277	9
0	38	281-G236	281-G39	3645	0.840694	0.000032	0.000003	0.043528	0	0.057659	0	0.058085	0	0.000019	0.115743	0.101612	0.000009	0	0	0.058087	0	0.058087	0.108697	0.007065	-4618.381767	466	-1	0.882139	"5.742207e-01,1.374673e-01,2.719773e-02,1.385958e-01,5.716186e-02,1.427385e-02,3.003243e-02,1.563133e-02,5.419013e-03"	1.001195	0.157385	-0.13633	-5104.316032	9
0	39	281-G236	B27	2402	0.873014	0	0.00012	0	0.003965	0.090357	0	0.032544	0	0.003094	0.122901	0.036509	0.002043	0	0.001983	0.032664	0	0.032664	0.081808	0.045178	-3067.536593	90	-1	0.581317	"5.657786e-01,1.572174e-01,2.053212e-02,1.310608e-01,6.213951e-02,1.291973e-02,2.975835e-02,1.419365e-02,6.399786e-03"	0.809315	0.169928	-0.087432	-3378.659987	9
0	40	281-G236	274-G89	4002	0.817259	0.010568	0.000095	0.064348	0	0.087017	0	0.020714	0	0.005379	0.107731	0.085061	0.00269	0	0	0.020809	0	0.020809	0.101775	0.011335	-5033.495662	90	-1	0.968538	"5.705069e-01,1.427904e-01,2.760982e-02,1.392743e-01,5.691277e-02,1.416493e-02,2.627905e-02,1.696831e-02,5.493510e-03"	0.946868	0.155039	-0.119115	-5579.074042	9
0	41	281-G236	281-G118	4037	0.882569	0	0	0.003004	0	0.098378	0	0.016049	0	0	0.114427	0.019053	0	0	0	0.016049	0	0.016049	0.06674	0.047687	-5035.660224	98	-1	0.977009	"5.626305e-01,1.551245e-01,2.143820e-02,1.359804e-01,6.309296e-02,1.192093e-02,2.874916e-02,1.624178e-02,4.821550e-03"	0.795451	0.170773	-0.083694	-5605.716163	9
0	42	281-G236	B13	4060	0.881064	0	0	0.008714	0	0.060663	0	0.049559	0	0	0.110222	0.058273	0	0	0	0.049559	0	0.049559	0.084247	0.025974	-5075.140011	126	-1	0.982575	"5.680532e-01,1.467784e-01,2.460766e-02,1.390425e-01,6.164903e-02,1.106532e-02,3.059123e-02,1.499107e-02,3.221604e-03"	0.895373	0.167946	-0.112021	-5600.143824	6
0	43	281-G236	B12	4053	0.794238	0.009122	0.000026	0.084162	0.000003	0.09518	0.000001	0.012449	0.00482	0.00941	0.112449	0.101433	0.007115	0.00482	0.004821	0.012475	0.00482	0.017295	0.11153	0.005509	-5145.696647	70	-1	0.980881	"5.710184e-01,1.412257e-01,2.825199e-02,1.348713e-01,5.924964e-02,1.601906e-02,2.554204e-02,1.710314e-02,6.718743e-03"	0.907922	0.163216	-0.113015	-5668.296677	6
0	44	281-G236	B14	4032	0.874626	0	0	0.012156	0	0.056904	0	0.056314	0	0	0.113218	0.06847	0	0	0	0.056314	0	0.056314	0.090844	0.022374	-4979.585811	118	-1	0.975799	"5.748526e-01,1.382319e-01,2.650751e-02,1.402812e-01,5.852892e-02,1.194821e-02,3.017442e-02,1.552728e-02,3.947876e-03"	0.968443	0.161383	-0.129619	-5553.151723	6
0	45	281-G236	B15	4047	0.811707	0.000001	0.000003	0.072292	0.000004	0.09262	0.000004	0.02337	0	0.000009	0.115993	0.095666	0.000006	0.000002	0.000002	0.023373	0	0.023373	0.105837	0.010164	-5093.386164	66	-1	0.979429	"5.705423e-01,1.440332e-01,2.728979e-02,1.391695e-01,5.397013e-02,1.578538e-02,3.021472e-02,1.433365e-02,4.661281e-03"	1.065488	0.14554	-0.144895	-5631.661109	6
0	46	281-G236	B19	4025	0.860862	0	0	0.03464	0	0.059607	0.000001	0.044889	0	0.000001	0.104497	0.07953	0.000001	0.000001	0	0.044889	0	0.04489	0.092014	0.012484	-5060.438847	102	-1	0.974105	"5.638660e-01,1.512444e-01,2.484674e-02,1.423054e-01,5.518914e-02,1.377111e-02,2.923933e-02,1.219468e-02,7.343194e-03"	0.980013	0.147722	-0.123247	-5612.711166	6
0	47	281-G236	B23	4041	0.792643	0	0	0.097544	0	0.109765	0	0.000045	0.000003	0.000003	0.109813	0.097592	0.000003	0.000003	0.000003	0.000045	0.000003	0.000048	0.103703	0.006111	-5078.208291	86	-1	0.977977	"5.701169e-01,1.447330e-01,2.512325e-02,1.418024e-01,5.332372e-02,1.609432e-02,2.891772e-02,1.460580e-02,5.282915e-03"	1.013451	0.143623	-0.129182	-5602.838295	6
0	48	281-G236	B18	4012	0.800401	0	0	0.089128	0.003874	0.104769	0	0	0.001828	0.004734	0.106597	0.09483	0.003765	0.001828	0.003765	0	0.001828	0.001828	0.102651	0.00782	-4975.916372	66	-1	0.970958	"5.759479e-01,1.411571e-01,2.417550e-02,1.429403e-01,5.021079e-02,1.743430e-02,2.623458e-02,1.619095e-02,5.708556e-03"	1.003969	0.136393	-0.121033	-5514.451594	6
0	49	281-G236	B16	4046	0.806521	0.000001	0	0.084248	0	0.073878	0	0.032227	0.003125	0.003125	0.10923	0.1196	0.003125	0.003125	0.003125	0.032227	0.003125	0.035352	0.114415	-0.005185	-5052.282836	98	-1	0.979187	"5.765824e-01,1.374829e-01,2.671112e-02,1.398024e-01,5.456576e-02,1.638698e-02,2.921414e-02,1.208788e-02,7.166351e-03"	1.024915	0.150865	-0.138072	-5592.55961	6
0	50	281-G236	B21	3830	0.846577	0.011606	0.000039	0.030483	0	0.085923	0	0.025371	0	0.005842	0.111294	0.055854	0.002921	0	0	0.02541	0	0.02541	0.089416	0.02772	-4870.20116	118	-1	0.926912	"5.651006e-01,1.509670e-01,2.410976e-02,1.313685e-01,6.325519e-02,1.556346e-02,2.679108e-02,1.673229e-02,6.112153e-03"	0.80469	0.17305	-0.087379	-5399.941496	9
0	51	281-G236	B17	4060	0.822801	0.000001	0	0.061267	0.005931	0.061124	0.000004	0.048871	0	0.004452	0.109999	0.11607	0.002968	0.000002	0.002966	0.048871	0	0.048871	0.116002	-0.000072	-5101.707036	82	-1	0.982575	"5.736095e-01,1.378469e-01,2.744010e-02,1.389454e-01,5.746776e-02,1.514039e-02,3.134718e-02,1.278827e-02,5.414514e-03"	1.022961	0.158092	-0.143229	-5636.600152	6
0	52	281-G236	B11	4043	0.806298	0.000001	0.000001	0.084337	0.00001	0.102894	0	0.001063	0.005397	0.005405	0.109353	0.090806	0.005402	0.005397	0.005402	0.001063	0.005397	0.00646	0.100086	0.009279	-5087.378797	66	-1	0.978461	"5.687629e-01,1.446500e-01,2.598820e-02,1.410449e-01,5.493762e-02,1.536737e-02,2.774861e-02,1.631628e-02,5.184160e-03"	0.978142	0.148034	-0.122962	-5622.428655	6
0	53	281-G236	B20	4049	0.860791	0.000038	0	0.034327	0	0.045418	0.000005	0.059422	0	0.000023	0.104845	0.093749	0.000012	0.000002	0	0.059422	0	0.059422	0.099318	0.005545	-5026.35636	86	-1	0.979913	"5.777721e-01,1.363789e-01,2.654450e-02,1.359090e-01,5.861708e-02,1.629823e-02,2.962878e-02,1.272577e-02,6.125726e-03"	0.958309	0.163971	-0.128372	-5593.475695	6
0	54	281-G236	287-G13	3070	0.80822	0.000029	0	0.085033	0	0.106713	0	0.000005	0	0.000015	0.106718	0.085038	0.000007	0	0	0.000005	0	0.000005	0.095893	0.01084	-3869.826463	66	-1	0.742982	"5.651523e-01,1.459634e-01,2.835455e-02,1.450893e-01,5.240485e-02,1.420026e-02,2.413851e-02,2.061337e-02,4.083481e-03"	1.001683	0.138506	-0.12209	-4285.647257	7
0	55	281-G236	281-G11	3459	0.806775	0.000916	0.000001	0.077883	0	0.109628	0	0.004797	0	0.000459	0.114425	0.08268	0.000229	0	0	0.004798	0	0.004798	0.099011	0.015873	-4335.12584	78	-1	0.837125	"5.788925e-01,1.378247e-01,2.087903e-02,1.414450e-01,5.511591e-02,1.587603e-02,2.947621e-02,1.444691e-02,6.043704e-03"	0.913624	0.153122	-0.108604	-4771.659077	9
0	56	281-G236	281-G225	4059	0.849719	0	0	0.039654	0.001945	0.06247	0	0.046211	0	0.001459	0.108681	0.087811	0.000973	0	0.000973	0.046211	0	0.046211	0.099219	0.011408	-5056.26563	90	-1	0.982333	"5.726533e-01,1.388477e-01,2.840054e-02,1.413163e-01,5.839703e-02,1.179768e-02,2.908419e-02,1.433311e-02,5.170128e-03"	0.984378	0.160529	-0.133713	-5606.659701	6
1	2	281-G241	281-G239	3896	0.842779	0.000265	0.000009	0.077967	0	0.059486	0	0.019494	0	0.000141	0.07898	0.097462	0.000071	0	0	0.019503	0	0.019503	0.088362	-0.009241	-4873.888732	110	-1	0.942885	"5.736240e-01,1.444075e-01,2.589220e-02,1.412342e-01,5.510256e-02,1.430566e-02,2.285468e-02,1.466911e-02,7.910063e-03"	0.884657	0.151646	-0.099786	-5387.178169	6
1	3	281-G241	281-G226	3898	0.876401	0	0	0.051295	0	0.037878	0	0.032597	0.001828	0.001828	0.072303	0.08572	0.001828	0.001828	0.001828	0.032597	0.001828	0.034425	0.079012	-0.006708	-4819.604751	78	-1	0.943369	"5.731655e-01,1.458248e-01,2.482153e-02,1.413777e-01,5.587076e-02,1.397504e-02,2.268873e-02,1.480783e-02,7.468132e-03"	0.85036	0.153704	-0.09153	-5363.531759	6
1	4	281-G241	268-G25	2998	0.86004	0	0	0.06129	0	0.052735	0	0.025935	0	0	0.07867	0.087225	0	0	0	0.025935	0	0.025935	0.082947	-0.004277	-3686.614643	114	-1	0.725557	"5.839041e-01,1.355557e-01,2.612141e-02,1.378687e-01,5.839755e-02,1.433180e-02,2.313436e-02,1.508466e-02,5.601674e-03"	0.843456	0.165857	-0.095592	-4129.901875	7
1	5	281-G241	268-G23	2437	0.903036	0.000479	0.024202	0	0	0.072045	0	0.000238	0	0.024442	0.072283	0.000238	0.012221	0	0	0.02444	0	0.02444	0.060702	0.036022	-3020.537119	126	-1	0.589787	"5.747717e-01,1.614376e-01,1.544434e-02,1.286349e-01,6.859265e-02,9.692579e-03,2.294357e-02,1.402123e-02,4.461436e-03"	0.55965	0.194769	-0.018146	-3332.122263	9
1	6	281-G241	268-G30	2612	0.874748	0.000003	0.000001	0.070464	0	0.018621	0	0.036162	0	0.000002	0.054783	0.106627	0.000001	0	0	0.036163	0	0.036163	0.080707	-0.025922	-3269.053839	70	-1	0.632139	"5.772972e-01,1.367864e-01,2.551151e-02,1.468592e-01,5.578700e-02,1.499573e-02,2.395011e-02,1.357541e-02,5.237474e-03"	0.886615	0.154245	-0.101787	-3609.802641	9
1	7	281-G241	B22	3860	0.906718	0	0	0.019377	0	0.033846	0	0.040057	0.000001	0.000001	0.073904	0.059435	0.000001	0.000001	0.000001	0.040057	0.000001	0.040058	0.06667	0.007235	-4795.922053	78	-1	0.934172	"5.715873e-01,1.449753e-01,2.652744e-02,1.377084e-01,6.152719e-02,1.308290e-02,2.565598e-02,1.415368e-02,4.781817e-03"	0.848136	0.169916	-0.098943	-5328.514362	9
1	8	281-G241	268-G252	3891	0.923453	0	0	0.000072	0	0.062208	0	0.014267	0	0	0.076475	0.014339	0	0	0	0.014267	0	0.014267	0.045407	0.031068	-4793.730407	102	-1	0.941675	"5.664555e-01,1.552071e-01,2.264882e-02,1.376953e-01,6.008093e-02,1.314109e-02,2.268281e-02,1.721832e-02,4.870189e-03"	0.75451	0.163001	-0.068969	-5370.669456	7
1	9	281-G241	274-G12	3838	0.876786	0	0	0.049103	0	0.050495	0	0.023617	0	0	0.074112	0.07272	0	0	0	0.023617	0	0.023617	0.073416	0.000696	-4761.70884	78	-1	0.928848	"5.733769e-01,1.430592e-01,2.628418e-02,1.423385e-01,5.657895e-02,1.326499e-02,2.335804e-02,1.541176e-02,6.327528e-03"	0.877397	0.155558	-0.099958	-5309.506106	9
